#,Symbol,LTP,% Change,High,Low,Open,Qty.,Turnover,Date
41,GBLBS,"1,043.00",0,"1,066.00","1,041.00","1,063.00","30,897","32,371,856.80",02/08/2022
42,GFCL,687.00,-0.43,730.00,677.00,703.80,"19,017","13,283,650.00",02/08/2022
43,GHL,344.00,-1.15,369.10,340.00,354.90,"55,854","19,664,285.30",02/08/2022
44,GIC,650.40,-1.31,680.00,650.20,670.00,"9,809","6,505,236.00",02/08/2022
45,GILB,"1,722.00",-1.2,"1,774.00","1,722.00","1,760.40","2,424","4,226,165.50",02/08/2022
46,GIMES1,12.01,-1.56,12.20,12.01,12.05,"33,300","402,054.66",02/08/2022
47,GLBSL,"1,324.00",0.3,"1,346.40","1,322.00","1,346.40",298,"394,954.00",02/08/2022
48,GLH,493.00,-1.97,522.70,491.20,512.50,"8,396","4,214,251.60",02/08/2022
49,GLICL,684.00,-1.58,714.90,674.30,708.00,"33,558","23,175,958.30",02/08/2022
50,GMFBS,"1,337.00",-1.91,"1,381.00","1,337.00","1,380.00",677,"920,477.60",02/08/2022
51,GMFIL,474.00,-1.25,502.00,472.00,489.60,"17,920","8,665,475.50",02/08/2022
52,GRDBL,375.00,0,390.00,370.60,382.00,"15,083","5,723,886.30",02/08/2022
53,GUFL,763.00,-0.91,809.00,763.00,785.40,"37,191","28,852,503.50",02/08/2022
54,GWFD83,"1,091.00",-0.82,"1,100.00","1,091.00","1,100.00",515,"565,520.00",02/08/2022
55,HDHPC,345.00,-2.82,369.30,342.00,362.00,"133,190","47,087,594.90",02/08/2022
56,HDL,"4,645.90",-0.09,"4,830.00","4,630.00","4,743.00","13,060","61,196,585.50",02/08/2022
57,HGI,766.00,1.06,776.00,760.10,773.00,"55,589","42,736,502.90",02/08/2022
58,HIDCL,340.00,-2.88,361.90,336.00,357.10,"862,340","301,251,352.00",02/08/2022
59,HPPL,496.20,-2.9,535.00,496.00,515.00,"20,501","10,478,384.60",02/08/2022
60,HURJA,529.00,0.19,550.00,517.60,538.50,"7,434","3,918,010.20",02/08/2022
61,ICFC,710.00,-0.28,754.80,705.00,726.20,"113,731","81,791,608.20",02/08/2022
62,ICFCD83,"1,111.00",1.93,"1,111.00","1,111.00","1,111.00",150,"166,650.00",02/08/2022
63,IGI,"1,132.00",-1.48,"1,171.80","1,126.20","1,171.00","90,982","104,064,306.30",02/08/2022
64,ILBS,"1,385.00",0.36,"1,434.00","1,370.00","1,407.60","4,054","5,637,095.90",02/08/2022
65,JBBL,435.60,-1.22,466.00,434.00,449.80,"100,132","44,767,370.00",02/08/2022
66,JBLB,"4,700.00",0.73,"4,899.00","4,650.10","4,759.30","18,269","86,713,274.90",02/08/2022
67,JFL,590.20,-0.81,631.00,590.20,606.90,"33,397","20,168,801.50",02/08/2022
68,JLI,665.00,-1.48,691.00,662.00,688.50,"13,556","9,098,553.40",02/08/2022
69,JOSHI,323.00,-1.52,346.00,322.00,334.50,"58,928","19,572,937.10",02/08/2022
70,JSLBB,"2,435.00",-1.62,"2,523.50","2,435.00","2,523.50","1,209","2,971,150.20",02/08/2022
71,KBL,259.00,-0.38,270.50,259.00,263.00,"108,484","28,478,716.00",02/08/2022
72,KEF,9.22,0.22,9.40,9.19,9.30,"46,205","427,585.90",02/08/2022
73,KKHC,324.00,-1.52,351.90,324.00,335.50,"44,343","14,762,554.50",02/08/2022
74,KLBSL,"1,670.00",-1.47,"1,728.90","1,670.00","1,728.00","1,093","1,841,384.00",02/08/2022
75,KMCDB,"1,295.00",-0.93,"1,346.00","1,295.00","1,333.00","5,245","6,883,564.50",02/08/2022
76,KPCL,540.00,-0.74,572.00,536.00,554.00,"20,543","11,357,678.90",02/08/2022
77,KRBL,431.00,-0.23,451.00,427.00,440.60,"12,095","5,305,799.00",02/08/2022
78,KSBBL,530.00,-0.75,560.00,529.00,544.60,"70,348","38,136,070.90",02/08/2022
79,LBBL,520.00,-1.7,558.00,516.10,539.00,"77,525","41,260,520.60",02/08/2022
80,LBL,290.30,-0.58,298.00,290.00,297.80,"21,929","6,413,743.80",02/08/2022
81,LEC,389.00,-6.27,429.00,389.00,423.30,"45,697","18,788,700.00",02/08/2022
82,LEMF,10.75,-0.37,10.75,10.60,10.61,"62,100","658,967.60",02/08/2022
83,LGIL,781.00,0.06,805.00,775.00,795.90,"46,295","36,457,556.50",02/08/2022
84,LICN,"1,991.50",-0.67,"2,044.00","1,985.10","2,044.00","25,941","52,131,490.50",02/08/2022
85,LLBS,"1,566.00",-0.25,"1,601.00","1,550.00","1,601.00","4,163","6,499,142.60",02/08/2022
86,LUK,10.34,-0.96,10.64,10.26,10.26,"47,610","492,189.30",02/08/2022
87,MBJC,441.10,-1.98,467.00,437.00,459.00,"46,197","20,619,199.40",02/08/2022
88,MBL,318.00,-0.62,332.00,318.00,326.00,"95,205","30,534,674.80",02/08/2022
89,MDB,538.00,-2,569.50,538.00,559.00,"13,691","7,458,093.10",02/08/2022
90,MEGA,288.00,-0.38,304.00,286.20,294.80,"73,600","21,420,751.70",02/08/2022
91,MEN,"1,224.00",0.33,"1,279.00","1,192.00","1,244.40","23,423","28,581,335.00",02/08/2022
92,MERO,"1,180.00",-0.84,"1,213.00","1,172.00","1,213.00","5,533","6,604,600.00",02/08/2022
93,MFIL,710.00,0.71,752.00,706.00,710.00,"21,644","15,554,933.10",02/08/2022
94,MFLD85,930.00,-0.67,930.00,930.00,930.00,25,"23,250.00",02/08/2022
95,MHNL,508.90,-1.76,538.80,502.00,528.30,"46,344","24,076,383.00",02/08/2022
96,MKJC,596.00,-2.3,622.20,586.10,622.20,"16,099","9,678,618.60",02/08/2022
97,MKLB,"1,419.90",-0.36,"1,445.00","1,405.20","1,432.00","1,072","1,528,128.00",02/08/2022
98,MLBBL,"1,737.00",0.23,"1,767.60","1,707.00","1,767.60","1,377","2,390,388.60",02/08/2022
99,MLBL,522.00,-1.32,555.00,520.00,539.50,"82,634","44,189,783.90",02/08/2022
100,MLBS,"1,461.10",-1.94,"1,530.00","1,450.00","1,500.00","1,119","1,645,427.00",02/08/2022
101,MLBSL,"3,835.00",0,"3,925.00","3,830.00","3,911.70","1,622","6,269,451.00",02/08/2022
102,MMF1,9.22,1.1,9.29,9.12,9.20,"20,860","191,574.50",02/08/2022
103,MMFDB,"1,380.00",-1.43,"1,428.00","1,380.00","1,419.00","1,973","2,746,724.90",02/08/2022
104,MNBBL,552.00,-0.72,577.00,546.90,567.10,"38,384","21,433,538.50",02/08/2022
105,MPFL,439.90,0.66,454.60,429.00,445.70,"8,771","3,842,584.00",02/08/2022
106,MSLB,"1,590.00",0,"1,621.00","1,590.00","1,621.00",677,"1,078,749.30",02/08/2022
107,NABBC,555.00,-0.89,577.00,555.00,571.20,"2,479","1,382,274.90",02/08/2022
108,NABIL,"1,107.00",-0.18,"1,129.00","1,106.00","1,128.00","51,383","57,126,383.50",02/08/2022
109,NBF2,11.10,-1.33,11.39,11.09,11.39,"148,350","1,659,594.50",02/08/2022
110,NBF3,9.61,0.63,9.74,9.54,9.54,"28,560","274,844.10",02/08/2022
111,NBL,362.00,-0.82,373.00,361.00,372.30,"97,164","35,641,664.80",02/08/2022
112,NBLD85,866.00,0.46,866.00,866.00,866.00,25,"21,650.00",02/08/2022
113,NCCB,273.00,-0.36,284.90,270.40,279.40,"74,987","20,509,819.00",02/08/2022
114,NCCD86,964.00,-0.07,964.00,964.00,964.00,50,"48,200.00",02/08/2022
115,NEF,10.81,-1.73,11.22,10.69,11.10,"212,135","2,307,064.08",02/08/2022
116,NFS,701.00,-1.96,743.80,700.00,729.30,"30,524","21,769,324.50",02/08/2022
117,NGPL,700.00,-1.27,750.00,692.00,723.00,"80,530","57,393,437.10",02/08/2022
118,NHDL,568.00,-5.18,625.00,565.00,610.90,"66,404","38,830,683.00",02/08/2022
119,NHPC,424.00,-1.67,448.50,418.00,439.80,"490,374","211,423,025.90",02/08/2022
120,NIBLPF,11.20,0.99,11.25,11.00,11.00,"13,400","150,035.50",02/08/2022
121,NIBSF2,9.39,-0.63,9.39,9.09,9.27,"28,020","262,335.40",02/08/2022
122,NICA,837.00,-0.71,872.00,826.00,855.00,"86,778","72,856,295.00",02/08/2022
123,NICAD8283,"1,107.40",-2,"1,107.40","1,107.40","1,107.40",10,"11,074.00",02/08/2022
124,NICBF,11.28,0.27,11.31,11.28,11.31,"6,700","75,716.00",02/08/2022
125,NICGF,12.38,-0.48,12.39,12.36,12.36,"11,600","143,401.00",02/08/2022
126,NICL,920.00,3.83,937.30,895.10,903.00,"174,713","160,168,824.40",02/08/2022
127,NICLBSL,"1,193.10",-1.14,"1,255.00","1,190.00","1,231.00","11,782","14,245,673.00",02/08/2022
128,NICSF,9.07,-0.55,9.22,9.04,9.15,"11,873","108,502.30",02/08/2022
129,NIFRA,405.00,-1.24,435.00,398.00,418.30,"778,107","323,301,086.90",02/08/2022
130,NIL,"1,276.00",-0.89,"1,314.00","1,269.10","1,313.00","18,837","24,319,738.70",02/08/2022
131,NLBBL,"1,225.00",-0.24,"1,252.00","1,185.80","1,252.00","22,044","26,640,043.10",02/08/2022
132,NLG,945.00,0,963.00,930.00,963.00,"11,106","10,480,912.40",02/08/2022
133,NLIC,"1,456.00",-0.95,"1,529.00","1,455.00","1,480.00","72,064","106,382,291.80",02/08/2022
134,NLICL,"1,118.00",-0.97,"1,151.50","1,109.00","1,150.00","39,331","44,386,063.20",02/08/2022
135,NMB,340.00,-0.21,355.50,339.00,347.00,"62,268","21,429,264.70",02/08/2022
136,NMB50,13.30,-0.89,13.43,13.10,13.43,"116,050","1,531,433.75",02/08/2022
137,NMBHF1,12.18,2.27,12.19,11.99,11.99,"20,925","251,994.04",02/08/2022
138,NMBMF,"1,083.60",-0.68,"1,112.00","1,082.00","1,112.00","5,494","5,984,531.70",02/08/2022
139,NMFBS,"2,625.00",-0.57,"2,730.00","2,622.00","2,692.80","2,067","5,499,344.50",02/08/2022
140,NRIC,"1,241.00",-0.24,"1,294.10","1,241.00","1,268.80","43,319","54,449,221.40",02/08/2022
141,NRN,796.00,-2.33,836.00,793.00,820.00,"51,850","42,123,522.50",02/08/2022
142,NSLB,"1,426.00",-1.66,"1,469.00","1,426.00","1,469.00","3,379","4,838,230.00",02/08/2022
143,NTC,"1,590.00",0,"1,610.00","1,568.00","1,600.00","85,021","134,474,285.20",02/08/2022
144,NUBL,"1,237.00",-1.43,"1,285.00","1,235.00","1,279.00","13,052","16,333,942.50",02/08/2022
145,NYADI,498.00,-2.16,529.20,495.10,509.00,"18,203","9,254,004.00",02/08/2022
146,OHL,510.00,0.39,519.00,500.00,518.10,"16,367","8,362,776.00",02/08/2022
147,PBLD84,995.00,0,995.00,995.00,995.00,325,"323,375.00",02/08/2022
148,PCBL,352.00,-0.85,369.00,351.00,362.10,"45,561","16,198,791.20",02/08/2022
149,PFL,576.00,-0.69,603.00,575.00,591.60,"27,051","15,857,067.80",02/08/2022
150,PIC,987.10,-1.29,"1,019.00",985.00,"1,010.00","7,956","7,898,887.50",02/08/2022
151,PICL,778.80,0.61,785.00,755.00,759.00,"94,627","73,302,621.80",02/08/2022
152,PLI,636.00,-0.62,656.00,630.00,652.80,"12,123","7,764,697.30",02/08/2022
153,PLIC,772.10,-1.53,805.00,769.00,799.00,"13,615","10,665,740.40",02/08/2022
154,PMHPL,376.00,-1.57,404.00,366.10,389.00,"29,066","11,178,080.50",02/08/2022
155,PPCL,533.00,-0.74,557.90,525.00,547.00,"33,304","17,994,421.00",02/08/2022
156,PRIN,890.00,1.14,906.50,880.00,880.00,"53,361","47,831,991.40",02/08/2022
157,PROFL,395.00,0,427.00,392.00,402.00,"33,647","13,607,664.50",02/08/2022
158,PRVU,325.00,0,339.00,323.40,331.50,"101,311","33,078,931.00",02/08/2022
159,PSF,9.27,0.54,9.28,9.06,9.06,"95,578","880,599.92",02/08/2022
160,RADHI,700.90,-1.7,750.00,695.00,727.00,"67,937","48,286,526.90",02/08/2022
161,RBCL,"18,925.00",2.99,"18,938.00","18,500.00","18,742.50","2,904","54,543,012.00",02/08/2022
162,RBCLPO,"16,875.00",-0.73,"17,338.00","16,875.00","17,338.00",495,"8,488,908.00",02/08/2022
163,RHPL,425.00,1.65,440.00,415.60,426.00,"235,886","100,344,011.70",02/08/2022
164,RLFL,490.20,-1.96,522.10,490.20,510.00,"78,378","39,406,679.80",02/08/2022
165,RLI,585.00,0.6,604.80,575.30,593.00,"28,999","16,987,131.20",02/08/2022
166,RMDC,"1,214.90",-0.82,"1,259.00","1,199.80","1,249.50","16,833","20,627,577.50",02/08/2022
167,RMF1,9.15,0,9.44,9.05,9.05,"13,400","123,803.00",02/08/2022
168,RSDC,775.00,0.13,800.00,767.00,789.40,"8,567","6,704,547.60",02/08/2022
169,RURU,"1,047.00",-1.23,"1,102.00","1,030.00","1,081.20","2,237","2,377,066.00",02/08/2022
170,SABSL,"1,450.00",-0.07,"1,504.50","1,438.00","1,475.00",990,"1,442,660.00",02/08/2022
171,SADBL,415.00,-1.43,437.90,414.00,429.40,"72,039","30,456,573.90",02/08/2022
172,SADBLP,226.00,0,226.00,226.00,226.00,"12,592","2,845,792.00",02/08/2022
173,SAEF,14.00,-1.41,14.20,13.93,14.00,"41,850","585,749.50",02/08/2022
174,SAHAS,689.00,-1.71,734.00,682.10,714.00,"81,890","57,278,616.50",02/08/2022
175,SANIMA,360.20,-0.91,377.20,360.00,370.00,"48,181","17,643,912.70",02/08/2022
176,SAPDBL,367.00,0.27,387.00,358.30,373.30,"29,264","10,801,799.00",02/08/2022
177,SBCF,9.18,-1.5,9.42,9.00,9.37,"50,300","460,726.43",02/08/2022
178,SBD87,900.00,-1.53,900.00,885.10,900.00,75,"67,127.50",02/08/2022
179,SBI,386.90,-0.28,403.00,385.00,395.70,"20,372","7,900,275.20",02/08/2022
180,SBL,444.00,-0.47,463.00,441.50,455.00,"52,555","23,529,635.00",02/08/2022
181,SBLD84,895.00,-1.65,895.00,895.00,895.00,50,"44,750.00",02/08/2022
182,SCB,501.00,-0.99,520.00,500.00,516.10,"12,327","6,239,773.20",02/08/2022
183,SDLBSL,"1,359.00",-1.66,"1,410.00","1,359.00","1,409.60","1,735","2,393,460.00",02/08/2022
184,SEF,11.25,-0.27,11.50,11.25,11.50,"65,690","746,150.00",02/08/2022
185,SFCL,408.00,2.26,431.50,404.00,406.90,"42,686","17,754,470.40",02/08/2022
186,SFMF,12.15,-0.74,12.30,12.14,12.25,"42,061","513,777.86",02/08/2022
187,SGI,657.00,-0.9,698.00,654.00,676.20,"11,671","7,811,840.00",02/08/2022
188,SHEL,495.00,-2.17,520.20,490.20,495.90,"22,864","11,470,388.00",02/08/2022
189,SHINE,436.00,-0.68,465.00,432.00,447.70,"65,838","29,141,417.00",02/08/2022
190,SHIVM,"1,493.10",1.43,"1,528.00","1,486.00","1,501.50","56,032","84,233,112.50",02/08/2022
191,SHL,223.00,-0.4,237.40,223.00,228.00,"19,982","4,508,780.30",02/08/2022
192,SHPC,455.00,-1.07,480.00,448.00,469.00,"234,144","107,922,124.00",02/08/2022
193,SIC,"1,388.00",-0.14,"1,400.00","1,370.00","1,400.00","6,346","8,794,231.50",02/08/2022
194,SICL,"1,562.00",-1.39,"1,647.00","1,560.00","1,615.60","23,862","37,775,129.20",02/08/2022
195,SIFC,467.00,-1.68,500.00,466.00,484.50,"39,797","18,964,776.00",02/08/2022
196,SIGS2,11.62,1.22,11.93,11.62,11.70,"60,825","715,124.50",02/08/2022
197,SIL,"1,026.00",1.08,"1,040.50","1,020.10","1,030.00","31,266","32,246,675.00",02/08/2022
198,SINDU,417.00,-1.21,440.00,417.00,430.50,"16,969","7,215,077.00",02/08/2022
199,SJCL,412.00,0.24,426.00,403.00,419.00,"28,917","11,934,373.30",02/08/2022
200,SKBBL,"1,350.00",-2.17,"1,407.00","1,350.00","1,407.00","4,765","6,518,443.70",02/08/2022
201,SLBBL,"1,125.00",-1.14,"1,175.00","1,121.00","1,159.00","5,666","6,412,846.80",02/08/2022
202,SLBSL,"1,330.20",-1.69,"1,380.00","1,330.20","1,380.00","1,202","1,620,677.60",02/08/2022
203,SLCF,9.30,0,9.30,9.13,9.15,"11,850","109,227.00",02/08/2022
204,SLI,594.00,-1.33,614.00,585.00,602.00,"55,237","32,906,233.30",02/08/2022
205,SLICL,790.30,-1.7,826.00,790.00,820.00,"22,430","18,005,504.90",02/08/2022
206,SMATA,"1,190.00",-0.17,"1,221.00","1,181.00","1,198.00","1,265","1,509,563.10",02/08/2022
207,SMB,"1,906.10",-2,"1,983.90","1,906.10","1,983.90",267,"514,756.50",02/08/2022
208,SMFBS,"1,965.00",1.71,"2,010.00","1,881.00","1,970.60",343,"662,943.80",02/08/2022
209,SMFDB,"1,203.00",-1.96,"1,250.00","1,200.00","1,250.00","1,998","2,423,061.00",02/08/2022
210,SPC,655.00,-2.24,694.00,644.10,670.00,"5,065","3,356,765.00",02/08/2022
211,SPDL,516.00,-2.27,555.00,511.00,538.50,"182,095","96,568,616.80",02/08/2022
212,SRBL,282.10,-0.67,294.00,281.20,287.00,"28,077","7,977,202.30",02/08/2022
213,SRBLD83,987.60,0,987.60,987.60,987.60,25,"24,690.00",02/08/2022
214,SSHL,382.00,-0.78,401.00,377.10,392.70,"68,510","26,602,855.90",02/08/2022
215,STC,"6,500.00",0.15,"6,750.00","6,425.00","6,619.80","1,958","12,738,276.00",02/08/2022
216,SWBBL,"1,329.00",-0.45,"1,361.00","1,310.00","1,360.00","5,691","7,562,429.20",02/08/2022
217,TPC,592.10,-3.25,636.00,589.00,624.20,"10,431","6,360,125.50",02/08/2022
218,TRH,382.80,0.79,387.30,377.00,387.30,"13,927","5,296,761.40",02/08/2022
219,UIC,714.00,0.28,730.90,710.00,726.20,"23,175","16,687,836.50",02/08/2022
220,ULI,713.00,-1.52,738.40,706.00,738.40,"39,016","28,045,856.40",02/08/2022
221,UMHL,423.00,-2.42,456.00,422.00,442.00,"149,060","64,590,984.70",02/08/2022
222,UMRH,657.00,-1.2,690.00,648.00,678.30,"32,991","21,929,856.00",02/08/2022
223,UNHPL,392.50,-2.61,427.50,390.10,411.00,"33,315","13,479,437.10",02/08/2022
224,UNL,"19,382.00",2,"19,382.00","19,381.00","19,381.00",20,"387,630.00",02/08/2022
225,UPCL,395.10,-3.63,426.30,395.10,418.20,"121,052","49,550,682.60",02/08/2022
226,UPPER,723.90,-3.09,777.00,720.00,761.90,"434,928","320,800,598.50",02/08/2022
227,USLB,"1,600.00",-0.31,"1,610.00","1,600.00","1,610.00",50,"80,200.00",02/08/2022
228,VLBS,"1,377.00",0.15,"1,405.00","1,350.00","1,398.50",907,"1,242,696.00",02/08/2022
229,WNLB,"1,764.00",2.56,"1,866.60","1,720.00","1,754.40","4,997","8,887,466.40",02/08/2022
1,ACLBSL,"1,470.00",2.8,"1,515.00","1,449.00","1,458.60","21,117","31,014,849.60",02/09/2022
2,ADBL,415.50,-0.36,418.00,413.00,417.00,"16,231","6,743,613.00",02/09/2022
3,ADBLD83,"1,004.00",0,"1,004.00","1,004.00","1,004.00",25,"25,100.00",02/09/2022
4,AHPC,573.00,-0.17,581.00,564.10,571.00,"325,928","186,169,765.30",02/09/2022
5,AIL,752.90,0.12,753.00,727.10,740.00,"7,747","5,726,525.70",02/09/2022
6,AKJCL,318.20,-0.56,322.00,315.00,320.00,"58,215","18,494,523.40",02/09/2022
7,AKPL,566.50,-1.13,580.00,561.60,565.00,"88,804","50,355,083.80",02/09/2022
8,ALBSL,"1,578.90",-0.51,"1,600.00","1,564.00","1,587.00",842,"1,324,887.50",02/09/2022
9,ALICL,973.00,-1.52,"1,005.00",965.00,"1,005.00","25,153","24,450,465.30",02/09/2022
10,API,526.00,-0.94,539.00,520.70,531.00,"163,741","86,322,015.70",02/09/2022
11,BARUN,536.50,-1.2,540.00,530.00,532.30,"12,511","6,681,008.80",02/09/2022
12,BBC,"5,000.00",-0.2,"5,090.00","5,000.00","5,000.00",228,"1,145,921.00",02/09/2022
13,BFC,499.10,-1.36,509.80,498.00,506.00,"14,129","7,069,418.40",02/09/2022
14,BNHC,686.00,-6.64,734.00,675.30,734.00,"14,439","9,876,242.00",02/09/2022
15,BNT,"14,300.00",-0.41,"14,484.00","14,092.00","14,105.00",583,"8,283,664.00",02/09/2022
16,BOKL,287.00,0,291.00,285.00,287.00,"34,595","9,939,950.00",02/09/2022
17,BPCL,445.00,-2.63,455.00,444.10,448.00,"13,824","6,173,571.60",02/09/2022
18,CBBL,"1,310.00",-1.5,"1,339.00","1,306.00","1,331.00","10,683","14,054,852.00",02/09/2022
19,CBL,253.90,-0.43,255.00,250.00,252.30,"77,181","19,477,123.50",02/09/2022
20,CCBL,249.00,-0.44,252.00,246.00,249.00,"49,338","12,238,627.40",02/09/2022
21,CFCL,485.00,-2.02,494.90,482.00,494.00,"16,927","8,241,385.50",02/09/2022
22,CGH,"1,421.00",-0.14,"1,437.80","1,410.10","1,420.00","2,780","3,951,615.80",02/09/2022
23,CHCL,518.00,-0.38,524.00,511.00,520.00,"14,494","7,522,828.50",02/09/2022
24,CHDC,"1,050.00",1.74,"1,080.00","1,033.00","1,052.60","56,606","59,729,084.40",02/09/2022
25,CHL,496.00,-2.55,512.00,495.10,507.00,"18,554","9,264,739.10",02/09/2022
26,CIT,"3,333.00",-0.06,"3,375.00","3,278.00","3,306.10","10,655","35,150,651.90",02/09/2022
27,CMF1,10.07,-0.2,10.09,10.00,10.09,"33,695","337,846.95",02/09/2022
28,CMF2,10.30,0,10.32,10.30,10.30,"19,450","200,455.00",02/09/2022
29,CORBL,590.00,-1.5,594.00,587.20,594.00,974,"574,335.70",02/09/2022
30,CZBIL,288.00,-1.37,293.00,288.00,290.50,"52,541","15,243,410.40",02/09/2022
31,DDBL,"1,245.00",-1.11,"1,275.00","1,244.00","1,245.00","11,546","14,409,360.80",02/09/2022
32,DHPL,320.00,-0.59,323.00,315.00,321.90,"18,117","5,750,760.50",02/09/2022
33,EBL,572.00,-1.35,578.00,571.00,573.00,"11,995","6,881,985.50",02/09/2022
34,EDBL,536.00,-1.29,554.00,533.00,533.00,"5,707","3,078,388.10",02/09/2022
35,EIC,718.00,-0.28,720.00,710.10,720.00,"4,191","2,984,698.00",02/09/2022
36,EICPO,465.10,-3.49,473.00,463.00,472.30,"4,074","1,915,359.40",02/09/2022
37,FMDBL,853.00,-0.7,870.90,845.00,861.00,"14,765","12,561,983.50",02/09/2022
38,FOWAD,"2,400.00",-1.19,"2,445.00","2,395.00","2,403.00","6,374","15,345,229.50",02/09/2022
39,GBBL,590.00,-0.34,596.00,585.00,590.00,"35,419","20,820,413.60",02/09/2022
40,GBIME,357.40,-1,361.00,356.10,361.00,"63,925","22,895,991.30",02/09/2022
41,GBLBS,"1,034.90",-0.78,"1,048.50","1,022.60","1,036.00","5,466","5,652,497.00",02/09/2022
42,GFCL,675.00,-1.75,688.00,667.00,680.00,"10,596","7,178,926.00",02/09/2022
43,GHL,341.00,-0.87,350.00,337.50,348.00,"26,382","8,982,272.80",02/09/2022
44,GIC,645.00,-0.83,654.00,640.00,640.00,"2,697","1,742,596.40",02/09/2022
45,GILB,"1,700.00",-1.28,"1,751.00","1,648.40","1,730.00","3,465","5,829,629.00",02/09/2022
46,GIMES1,12.20,1.58,12.20,11.90,11.90,"38,445","462,028.00",02/09/2022
47,GLBSL,"1,290.00",-2.57,"1,350.00","1,290.00","1,307.00",586,"777,938.00",02/09/2022
48,GLH,485.00,-1.62,500.00,482.00,495.00,"9,615","4,673,932.80",02/09/2022
49,GLICL,675.00,-1.32,697.00,670.00,697.00,"19,632","13,217,854.50",02/09/2022
50,GMFBS,"1,316.10",-1.56,"1,320.00","1,315.00","1,320.00",484,"637,007.50",02/09/2022
51,GMFIL,468.00,-1.27,480.00,463.00,474.00,"8,738","4,087,350.70",02/09/2022
52,GRDBL,370.00,-1.33,373.00,365.00,370.20,"9,291","3,427,145.60",02/09/2022
53,GUFL,758.00,-0.66,770.00,745.00,768.00,"43,000","32,239,441.90",02/09/2022
54,HDHPC,344.00,-0.29,350.00,337.00,340.00,"57,625","19,659,057.00",02/09/2022
55,HDL,"4,615.00",-0.67,"4,700.00","4,601.00","4,646.00","7,240","33,477,188.00",02/09/2022
56,HGI,754.00,-1.57,774.00,752.00,753.00,"9,062","6,837,838.30",02/09/2022
57,HIDCL,335.10,-1.44,342.00,331.00,338.00,"329,960","110,263,744.50",02/09/2022
58,HPPL,499.00,0.56,500.00,488.00,488.00,"6,497","3,220,081.00",02/09/2022
59,HURJA,518.00,-2.08,527.00,508.20,518.50,"1,980","1,024,061.00",02/09/2022
60,ICFC,698.00,-1.69,714.00,695.80,710.00,"28,915","20,246,463.80",02/09/2022
61,ICFCD83,"1,100.00",-0.99,"1,100.00","1,100.00","1,100.00",25,"27,500.00",02/09/2022
62,IGI,"1,116.00",-1.41,"1,145.00","1,100.00","1,132.10","78,559","87,475,570.30",02/09/2022
63,ILBS,"1,378.00",-0.51,"1,412.70","1,347.00","1,412.70","2,555","3,470,671.20",02/09/2022
64,JBBL,433.00,-0.6,443.00,430.00,430.00,"46,253","20,020,025.00",02/09/2022
65,JBLB,"4,648.00",-1.11,"4,794.00","4,648.00","4,794.00","8,380","39,276,780.20",02/09/2022
66,JFL,576.00,-2.41,599.00,566.50,599.00,"16,666","9,561,846.50",02/09/2022
67,JLI,652.00,-1.95,665.00,640.00,665.00,"7,170","4,678,713.50",02/09/2022
68,JOSHI,320.00,-0.93,324.50,317.00,317.00,"29,313","9,390,657.10",02/09/2022
69,JSLBB,"2,483.00",1.97,"2,483.00","2,400.20","2,430.00","1,558","3,772,696.10",02/09/2022
70,KBL,258.00,-0.39,261.20,256.00,256.10,"61,987","15,957,404.70",02/09/2022
71,KEF,9.20,-0.22,9.30,9.17,9.17,"8,200","75,506.50",02/09/2022
72,KKHC,320.00,-1.23,330.00,312.00,325.00,"64,246","20,362,044.00",02/09/2022
73,KLBSL,"1,655.00",-0.9,"1,660.00","1,653.00","1,660.00",789,"1,306,038.80",02/09/2022
74,KMCDB,"1,292.00",-0.23,"1,310.00","1,270.00","1,295.00","3,711","4,769,282.00",02/09/2022
75,KPCL,537.00,-0.56,549.90,530.00,549.90,"5,122","2,728,874.00",02/09/2022
76,KRBL,429.00,-0.46,439.00,425.00,439.00,"4,204","1,804,265.00",02/09/2022
77,KSBBL,525.00,-0.94,539.90,520.00,539.90,"32,287","16,945,774.80",02/09/2022
78,LBBL,519.00,-0.19,523.00,513.30,520.00,"36,267","18,750,869.10",02/09/2022
79,LBL,286.40,-1.34,292.00,286.00,289.10,"10,776","3,097,391.10",02/09/2022
80,LEC,401.00,3.08,408.00,381.30,386.00,"35,414","14,026,001.20",02/09/2022
81,LEMF,10.59,-1.49,10.74,10.59,10.69,"57,000","606,348.55",02/09/2022
82,LGIL,772.00,-1.15,781.00,769.00,779.00,"7,907","6,097,513.00",02/09/2022
83,LICN,"2,028.70",1.87,"2,028.80","1,980.00","2,018.00","31,678","63,265,635.90",02/09/2022
84,LLBS,"1,535.00",-1.98,"1,567.00","1,534.80","1,567.00",555,"853,251.00",02/09/2022
85,LUK,10.36,0.19,10.44,10.26,10.26,"71,600","740,542.00",02/09/2022
86,MBJC,436.30,-1.09,441.00,433.10,438.00,"33,968","14,821,229.40",02/09/2022
87,MBL,317.50,-0.16,322.00,317.10,318.20,"31,194","9,934,685.50",02/09/2022
88,MDB,536.00,-0.37,536.00,523.00,536.00,"15,569","8,253,473.90",02/09/2022
89,MEGA,285.20,-0.97,289.00,280.00,283.29,"72,838","20,821,594.40",02/09/2022
90,MEN,"1,191.00",-2.7,"1,200.00","1,175.10","1,200.00","4,103","4,863,993.40",02/09/2022
